#  L TT            EE            BB            TE            PP            PT            PE           
4901 1.0860007e+00 2.1862056e-02 6.0157236e-03 -2.8264312e-02 5.1274869e-10 3.2175418e-08 -3.9029116e-11
4902 1.0848890e+00 2.1827749e-02 6.0116586e-03 -2.8222323e-02 5.1257961e-10 3.2352436e-08 -3.9918206e-11
4903 1.0837703e+00 2.1793509e-02 6.0075944e-03 -2.8180406e-02 5.1241062e-10 3.2547767e-08 -4.0796635e-11
4904 1.0826446e+00 2.1759318e-02 6.0035307e-03 -2.8138553e-02 5.1224171e-10 3.2760519e-08 -4.1664276e-11
4905 1.0815117e+00 2.1725186e-02 5.9994677e-03 -2.8096756e-02 5.1207277e-10 3.2989792e-08 -4.2520990e-11
4906 1.0803709e+00 2.1691118e-02 5.9954054e-03 -2.8055081e-02 5.1190404e-10 3.3234709e-08 -4.3366666e-11
4907 1.0792231e+00 2.1657118e-02 5.9913436e-03 -2.8013518e-02 5.1173540e-10 3.3494368e-08 -4.4201168e-11
4908 1.0780677e+00 2.1623168e-02 5.9872825e-03 -2.7971983e-02 5.1156672e-10 3.3767874e-08 -4.5024359e-11
4909 1.0769058e+00 2.1589293e-02 5.9832220e-03 -2.7930541e-02 5.1139826e-10 3.4054341e-08 -4.5836123e-11
4910 1.0757370e+00 2.1555475e-02 5.9791620e-03 -2.7889179e-02 5.1122975e-10 3.4352865e-08 -4.6636313e-11
4911 1.0745625e+00 2.1521726e-02 5.9751025e-03 -2.7847961e-02 5.1106146e-10 3.4662569e-08 -4.7424824e-11
4912 1.0733821e+00 2.1488036e-02 5.9710435e-03 -2.7806799e-02 5.1089314e-10 3.4982549e-08 -4.8201509e-11
4913 1.0721965e+00 2.1454422e-02 5.9669849e-03 -2.7765683e-02 5.1072502e-10 3.5311919e-08 -4.8966250e-11
4914 1.0710062e+00 2.1420868e-02 5.9629266e-03 -2.7724747e-02 5.1055699e-10 3.5649782e-08 -4.9718914e-11
4915 1.0698129e+00 2.1387377e-02 5.9588686e-03 -2.7683829e-02 5.1038904e-10 3.5995247e-08 -5.0459372e-11
4916 1.0686158e+00 2.1353954e-02 5.9548109e-03 -2.7642989e-02 5.1022107e-10 3.6347412e-08 -5.1187482e-11
4917 1.0674171e+00 2.1320602e-02 5.9507532e-03 -2.7602214e-02 5.1005330e-10 3.6705401e-08 -5.1903139e-11
4918 1.0662164e+00 2.1287312e-02 5.9466957e-03 -2.7561488e-02 5.0988550e-10 3.7068308e-08 -5.2606197e-11
4919 1.0650160e+00 2.1254095e-02 5.9426382e-03 -2.7520871e-02 5.0971790e-10 3.7435250e-08 -5.3296539e-11
4920 1.0638153e+00 2.1220940e-02 5.9385806e-03 -2.7480348e-02 5.0955040e-10 3.7805329e-08 -5.3974030e-11
4921 1.0626167e+00 2.1187853e-02 5.9345228e-03 -2.7439829e-02 5.0938298e-10 3.8177654e-08 -5.4638541e-11
4922 1.0614196e+00 2.1154837e-02 5.9304648e-03 -2.7399446e-02 5.0921553e-10 3.8551320e-08 -5.5289930e-11
4923 1.0602258e+00 2.1121882e-02 5.9264065e-03 -2.7359111e-02 5.0904829e-10 3.8925456e-08 -5.5928094e-11
4924 1.0590367e+00 2.1089001e-02 5.9223479e-03 -2.7318807e-02 5.0888113e-10 3.9299157e-08 -5.6552892e-11
4925 1.0578519e+00 2.1056190e-02 5.9182888e-03 -2.7278517e-02 5.0871394e-10 3.9671528e-08 -5.7164187e-11
4926 1.0566728e+00 2.1023447e-02 5.9142291e-03 -2.7238376e-02 5.0854696e-10 4.0041685e-08 -5.7761865e-11
4927 1.0554996e+00 2.0990776e-02 5.9101689e-03 -2.7198218e-02 5.0837995e-10 4.0408720e-08 -5.8345775e-11
4928 1.0543343e+00 2.0958174e-02 5.9061080e-03 -2.7158101e-02 5.0821315e-10 4.0771760e-08 -5.8915817e-11
4929 1.0531762e+00 2.0925640e-02 5.9020464e-03 -2.7118084e-02 5.0804643e-10 4.1129903e-08 -5.9471848e-11
4930 1.0520259e+00 2.0893170e-02 5.8979840e-03 -2.7078004e-02 5.0787980e-10 4.1482256e-08 -6.0013739e-11
4931 1.0508854e+00 2.0860776e-02 5.8939209e-03 -2.7038066e-02 5.0771314e-10 4.1827922e-08 -6.0541353e-11
4932 1.0497529e+00 2.0828450e-02 5.8898569e-03 -2.6998108e-02 5.0754669e-10 4.2166017e-08 -6.1054577e-11
4933 1.0486310e+00 2.0796188e-02 5.8857920e-03 -2.6958188e-02 5.0738032e-10 4.2495644e-08 -6.1553274e-11
4934 1.0475185e+00 2.0763996e-02 5.8817263e-03 -2.6918291e-02 5.0721392e-10 4.2815900e-08 -6.2037301e-11
4935 1.0464155e+00 2.0731878e-02 5.8776596e-03 -2.6878477e-02 5.0704773e-10 4.3125913e-08 -6.2506558e-11
4936 1.0453231e+00 2.0699825e-02 5.8735920e-03 -2.6838658e-02 5.0688151e-10 4.3424774e-08 -6.2960895e-11
4937 1.0442411e+00 2.0667850e-02 5.8695235e-03 -2.6798819e-02 5.0671549e-10 4.3711601e-08 -6.3400196e-11
4938 1.0431687e+00 2.0635943e-02 5.8654540e-03 -2.6759095e-02 5.0654957e-10 4.3985496e-08 -6.3824326e-11
4939 1.0421058e+00 2.0604103e-02 5.8613837e-03 -2.6719398e-02 5.0638373e-10 4.4245567e-08 -6.4233156e-11
4940 1.0410537e+00 2.0572334e-02 5.8573124e-03 -2.6679714e-02 5.0621786e-10 4.4490910e-08 -6.4626542e-11
4941 1.0400096e+00 2.0540642e-02 5.8532404e-03 -2.6640032e-02 5.0605219e-10 4.4720654e-08 -6.5004385e-11
4942 1.0389756e+00 2.0509011e-02 5.8491674e-03 -2.6600412e-02 5.0588662e-10 4.4933895e-08 -6.5366541e-11
4943 1.0379489e+00 2.0477454e-02 5.8450938e-03 -2.6560917e-02 5.0572101e-10 4.5129735e-08 -6.5712874e-11
4944 1.0369303e+00 2.0445969e-02 5.8410193e-03 -2.6521386e-02 5.0555561e-10 4.5307293e-08 -6.6043270e-11
4945 1.0359193e+00 2.0414555e-02 5.8369443e-03 -2.6481880e-02 5.0539030e-10 4.5465669e-08 -6.6357593e-11
4946 1.0349145e+00 2.0383210e-02 5.8328686e-03 -2.6442464e-02 5.0522496e-10 4.5603961e-08 -6.6655698e-11
4947 1.0339151e+00 2.0351932e-02 5.8287923e-03 -2.6403051e-02 5.0505970e-10 4.5721292e-08 -6.6937479e-11
4948 1.0329211e+00 2.0320721e-02 5.8247156e-03 -2.6363705e-02 5.0489465e-10 4.5816770e-08 -6.7202807e-11
4949 1.0319309e+00 2.0289583e-02 5.8206385e-03 -2.6324414e-02 5.0472969e-10 4.5889495e-08 -6.7451547e-11
4950 1.0309445e+00 2.0258517e-02 5.8165610e-03 -2.6285168e-02 5.0456482e-10 4.5938576e-08 -6.7683569e-11
4951 1.0299603e+00 2.0227514e-02 5.8124833e-03 -2.6246030e-02 5.0440004e-10 4.5963382e-08 -6.7898791e-11
4952 1.0289774e+00 2.0196588e-02 5.8084054e-03 -2.6206917e-02 5.0423522e-10 4.5964318e-08 -6.8097304e-11
4953 1.0279957e+00 2.0165731e-02 5.8043275e-03 -2.6167894e-02 5.0407062e-10 4.5942086e-08 -6.8279295e-11
4954 1.0270136e+00 2.0134943e-02 5.8002495e-03 -2.6128951e-02 5.0390598e-10 4.5897349e-08 -6.8444892e-11
4955 1.0260310e+00 2.0104230e-02 5.7961716e-03 -2.6090079e-02 5.0374154e-10 4.5830795e-08 -6.8594267e-11
4956 1.0250464e+00 2.0073585e-02 5.7920939e-03 -2.6051343e-02 5.0357708e-10 4.5743088e-08 -6.8727548e-11
4957 1.0240590e+00 2.0043014e-02 5.7880164e-03 -2.6012659e-02 5.0341282e-10 4.5634928e-08 -6.8844924e-11
4958 1.0230688e+00 2.0012518e-02 5.7839392e-03 -2.5974018e-02 5.0324864e-10 4.5506984e-08 -6.8946530e-11
4959 1.0220751e+00 1.9982089e-02 5.7798624e-03 -2.5935559e-02 5.0308456e-10 4.5359935e-08 -6.9032521e-11
4960 1.0210774e+00 1.9951742e-02 5.7757861e-03 -2.5897125e-02 5.0292044e-10 4.5194453e-08 -6.9103044e-11
4961 1.0200734e+00 1.9921461e-02 5.7717103e-03 -2.5858838e-02 5.0275652e-10 4.5011230e-08 -6.9158267e-11
4962 1.0190651e+00 1.9891261e-02 5.7676351e-03 -2.5820645e-02 5.0259269e-10 4.4810937e-08 -6.9198338e-11
4963 1.0180504e+00 1.9861129e-02 5.7635605e-03 -2.5782551e-02 5.0242883e-10 4.4594245e-08 -6.9223394e-11
4964 1.0170290e+00 1.9831071e-02 5.7594866e-03 -2.5744560e-02 5.0226517e-10 4.4361853e-08 -6.9233621e-11
4965 1.0160015e+00 1.9801095e-02 5.7554134e-03 -2.5706685e-02 5.0210159e-10 4.4114429e-08 -6.9229158e-11
4966 1.0149676e+00 1.9771186e-02 5.7513410e-03 -2.5668922e-02 5.0193798e-10 4.3852647e-08 -6.9210149e-11
4967 1.0139257e+00 1.9741361e-02 5.7472695e-03 -2.5631276e-02 5.0177458e-10 4.3577196e-08 -6.9176766e-11
4968 1.0128773e+00 1.9711603e-02 5.7431987e-03 -2.5593744e-02 5.0161126e-10 4.3288751e-08 -6.9129155e-11
4969 1.0118225e+00 1.9681922e-02 5.7391289e-03 -2.5556336e-02 5.0144790e-10 4.2987980e-08 -6.9067451e-11
4970 1.0107606e+00 1.9652318e-02 5.7350599e-03 -2.5519034e-02 5.0128475e-10 4.2675582e-08 -6.8991844e-11
4971 1.0096927e+00 1.9622799e-02 5.7309918e-03 -2.5481863e-02 5.0112168e-10 4.2352227e-08 -6.8902470e-11
4972 1.0086191e+00 1.9593350e-02 5.7269246e-03 -2.5444805e-02 5.0095857e-10 4.2018587e-08 -6.8799474e-11
4973 1.0075395e+00 1.9563980e-02 5.7228583e-03 -2.5407863e-02 5.0079567e-10 4.1675353e-08 -6.8683028e-11
4974 1.0064549e+00 1.9534689e-02 5.7187929e-03 -2.5371047e-02 5.0063273e-10 4.1323188e-08 -6.8553261e-11
4975 1.0053660e+00 1.9505479e-02 5.7147283e-03 -2.5334352e-02 5.0046999e-10 4.0962791e-08 -6.8410360e-11
4976 1.0042733e+00 1.9476350e-02 5.7106647e-03 -2.5297774e-02 5.0030734e-10 4.0594831e-08 -6.8254462e-11
4977 1.0031776e+00 1.9447295e-02 5.7066019e-03 -2.5261315e-02 5.0014465e-10 4.0219982e-08 -6.8085713e-11
4978 1.0020786e+00 1.9418323e-02 5.7025399e-03 -2.5224970e-02 4.9998216e-10 3.9838933e-08 -6.7904283e-11
4979 1.0009787e+00 1.9389434e-02 5.6984787e-03 -2.5188734e-02 4.9981975e-10 3.9452358e-08 -6.7710318e-11
4980 9.9987707e-01 1.9360615e-02 5.6944183e-03 -2.5152618e-02 4.9965742e-10 3.9060936e-08 -6.7503973e-11
4981 9.9877605e-01 1.9331882e-02 5.6903587e-03 -2.5116608e-02 4.9949505e-10 3.8665336e-08 -6.7285385e-11
4982 9.9767491e-01 1.9303228e-02 5.6862998e-03 -2.5080707e-02 4.9933289e-10 3.8266257e-08 -6.7054740e-11
4983 9.9657596e-01 1.9274653e-02 5.6822416e-03 -2.5044911e-02 4.9917068e-10 3.7864363e-08 -6.6812168e-11
4984 9.9547924e-01 1.9246153e-02 5.6781841e-03 -2.5009214e-02 4.9900868e-10 3.7460342e-08 -6.6557839e-11
4985 9.9438482e-01 1.9217734e-02 5.6741272e-03 -2.4973611e-02 4.9884676e-10 3.7054869e-08 -6.6291900e-11
4986 9.9329568e-01 1.9189392e-02 5.6700710e-03 -2.4938106e-02 4.9868479e-10 3.6648614e-08 -6.6014488e-11
4987 9.9221034e-01 1.9161134e-02 5.6660154e-03 -2.4902694e-02 4.9852303e-10 3.6242273e-08 -6.5725790e-11
4988 9.9113099e-01 1.9132946e-02 5.6619604e-03 -2.4867372e-02 4.9836135e-10 3.5836517e-08 -6.5425942e-11
4989 9.9005681e-01 1.9104838e-02 5.6579059e-03 -2.4832134e-02 4.9819974e-10 3.5432025e-08 -6.5115100e-11
4990 9.8899064e-01 1.9076810e-02 5.6538521e-03 -2.4796986e-02 4.9803810e-10 3.5029471e-08 -6.4793409e-11
4991 9.8793080e-01 1.9048863e-02 5.6497988e-03 -2.4761931e-02 4.9787665e-10 3.4629544e-08 -6.4461039e-11
4992 9.8687926e-01 1.9020993e-02 5.6457461e-03 -2.4726967e-02 4.9771529e-10 3.4232916e-08 -6.4118136e-11
4993 9.8583571e-01 1.8993206e-02 5.6416939e-03 -2.4692104e-02 4.9755388e-10 3.3840260e-08 -6.3764840e-11
4994 9.8480123e-01 1.8965505e-02 5.6376424e-03 -2.4657328e-02 4.9739267e-10 3.3452271e-08 -6.3401334e-11
4995 9.8377534e-01 1.8937890e-02 5.6335915e-03 -2.4622657e-02 4.9723142e-10 3.3069615e-08 -6.3027749e-11
4996 9.8275823e-01 1.8910349e-02 5.6295412e-03 -2.4588076e-02 4.9707036e-10 3.2692979e-08 -6.2644256e-11
4997 9.8175073e-01 1.8882898e-02 5.6254916e-03 -2.4553592e-02 4.9690939e-10 3.2323039e-08 -6.2250999e-11
4998 9.8075212e-01 1.8855522e-02 5.6214428e-03 -2.4519188e-02 4.9674837e-10 3.1960466e-08 -6.1848119e-11
4999 9.7976307e-01 1.8828224e-02 5.6173947e-03 -2.4484872e-02 4.9658755e-10 3.1605954e-08 -6.1435799e-11
5000 9.7878267e-01 1.8801006e-02 5.6133474e-03 -2.4450630e-02 4.9642680e-10 3.1260174e-08 -6.1014179e-11
5001 9.7781143e-01 1.8773868e-02 5.6093010e-03 -2.4416462e-02 4.9626602e-10 3.0923674e-08 -6.0583395e-11
5002 9.7684825e-01 1.8746805e-02 5.6052555e-03 -2.4382375e-02 4.9610543e-10 3.0596502e-08 -6.0143573e-11
5003 9.7589423e-01 1.8719811e-02 5.6012111e-03 -2.4348357e-02 4.9594491e-10 3.0278566e-08 -5.9694805e-11
5004 9.7494665e-01 1.8692894e-02 5.5971678e-03 -2.4314399e-02 4.9578436e-10 2.9969773e-08 -5.9237178e-11
5005 9.7400716e-01 1.8666050e-02 5.5931257e-03 -2.4280517e-02 4.9562400e-10 2.9670049e-08 -5.8770821e-11
5006 9.7307441e-01 1.8639272e-02 5.5890848e-03 -2.4246693e-02 4.9546360e-10 2.9379297e-08 -5.8295814e-11
5007 9.7214696e-01 1.8612569e-02 5.5850454e-03 -2.4212934e-02 4.9530351e-10 2.9097440e-08 -5.7812278e-11
5008 9.7122480e-01 1.8585928e-02 5.5810074e-03 -2.4179236e-02 4.9514326e-10 2.8824377e-08 -5.7320285e-11
5009 9.7030789e-01 1.8559367e-02 5.5769710e-03 -2.4145595e-02 4.9498321e-10 2.8560031e-08 -5.6819958e-11
5010 9.6939391e-01 1.8532864e-02 5.5729363e-03 -2.4112021e-02 4.9482312e-10 2.8304303e-08 -5.6311377e-11
5011 9.6848274e-01 1.8506429e-02 5.5689034e-03 -2.4078502e-02 4.9466323e-10 2.8057122e-08 -5.5794669e-11
5012 9.6757423e-01 1.8480064e-02 5.5648723e-03 -2.4045051e-02 4.9450341e-10 2.7818393e-08 -5.5269921e-11
5013 9.6666675e-01 1.8453763e-02 5.5608433e-03 -2.4011656e-02 4.9434355e-10 2.7588024e-08 -5.4737227e-11
5014 9.6575863e-01 1.8427522e-02 5.5568164e-03 -2.3978322e-02 4.9418389e-10 2.7365936e-08 -5.4196702e-11
5015 9.6485046e-01 1.8401350e-02 5.5527918e-03 -2.3945060e-02 4.9402430e-10 2.7152039e-08 -5.3648439e-11
5016 9.6394136e-01 1.8375242e-02 5.5487695e-03 -2.3911861e-02 4.9386468e-10 2.6946237e-08 -5.3092527e-11
5017 9.6302895e-01 1.8349201e-02 5.5447496e-03 -2.3878723e-02 4.9370525e-10 2.6748458e-08 -5.2529090e-11
5018 9.6211389e-01 1.8323220e-02 5.5407322e-03 -2.3845657e-02 4.9354590e-10 2.6558607e-08 -5.1958218e-11
5019 9.6119538e-01 1.8297304e-02 5.5367176e-03 -2.3812662e-02 4.9338651e-10 2.6376593e-08 -5.1380005e-11
5020 9.6027116e-01 1.8271453e-02 5.5327056e-03 -2.3779742e-02 4.9322732e-10 2.6202337e-08 -5.0794563e-11
5021 9.5934278e-01 1.8245657e-02 5.5286965e-03 -2.3746890e-02 4.9306809e-10 2.6035742e-08 -5.0201976e-11
5022 9.5840809e-01 1.8219933e-02 5.5246903e-03 -2.3714124e-02 4.9290905e-10 2.5876732e-08 -4.9602367e-11
5023 9.5746654e-01 1.8194267e-02 5.5206871e-03 -2.3681428e-02 4.9275009e-10 2.5725214e-08 -4.8995826e-11
5024 9.5651836e-01 1.8168664e-02 5.5166869e-03 -2.3648816e-02 4.9259121e-10 2.5581101e-08 -4.8382453e-11
5025 9.5556313e-01 1.8143134e-02 5.5126899e-03 -2.3616285e-02 4.9243241e-10 2.5444305e-08 -4.7762349e-11
5026 9.5460052e-01 1.8117656e-02 5.5086960e-03 -2.3583833e-02 4.9227358e-10 2.5314737e-08 -4.7135608e-11
5027 9.5362952e-01 1.8092249e-02 5.5047054e-03 -2.3551473e-02 4.9211493e-10 2.5192316e-08 -4.6502343e-11
5028 9.5265073e-01 1.8066901e-02 5.5007181e-03 -2.3519204e-02 4.9195625e-10 2.5076944e-08 -4.5862638e-11
5029 9.5166408e-01 1.8041615e-02 5.4967341e-03 -2.3487023e-02 4.9179777e-10 2.4968548e-08 -4.5216615e-11
5030 9.5066958e-01 1.8016400e-02 5.4927535e-03 -2.3454936e-02 4.9163936e-10 2.4867032e-08 -4.4564365e-11
5031 9.4966735e-01 1.7991246e-02 5.4887762e-03 -2.3422948e-02 4.9148092e-10 2.4772309e-08 -4.3905981e-11
5032 9.4865685e-01 1.7966154e-02 5.4848023e-03 -2.3391050e-02 4.9132267e-10 2.4684295e-08 -4.3241576e-11
5033 9.4763987e-01 1.7941137e-02 5.4808318e-03 -2.3359254e-02 4.9116439e-10 2.4602895e-08 -4.2571235e-11
5034 9.4661604e-01 1.7916173e-02 5.4768647e-03 -2.3327551e-02 4.9100630e-10 2.4528033e-08 -4.1895079e-11
5035 9.4558583e-01 1.7891281e-02 5.4729009e-03 -2.3295961e-02 4.9084829e-10 2.4459617e-08 -4.1213198e-11
5036 9.4454977e-01 1.7866457e-02 5.4689406e-03 -2.3264467e-02 4.9069037e-10 2.4397560e-08 -4.0525693e-11
5037 9.4350923e-01 1.7841695e-02 5.4649836e-03 -2.3233082e-02 4.9053252e-10 2.4341773e-08 -3.9832664e-11
5038 9.4246341e-01 1.7817007e-02 5.4610299e-03 -2.3201804e-02 4.9037463e-10 2.4292167e-08 -3.9134208e-11
5039 9.4141452e-01 1.7792380e-02 5.4570795e-03 -2.3170638e-02 4.9021694e-10 2.4248660e-08 -3.8430434e-11
5040 9.4036337e-01 1.7767816e-02 5.4531324e-03 -2.3139574e-02 4.9005934e-10 2.4211162e-08 -3.7721439e-11
5041 9.3931004e-01 1.7743320e-02 5.4491885e-03 -2.3108634e-02 4.8990169e-10 2.4179581e-08 -3.7007314e-11
5042 9.3825542e-01 1.7718893e-02 5.4452478e-03 -2.3077809e-02 4.8974424e-10 2.4153840e-08 -3.6288177e-11
5043 9.3720040e-01 1.7694531e-02 5.4413103e-03 -2.3047103e-02 4.8958688e-10 2.4133847e-08 -3.5564121e-11
5044 9.3614740e-01 1.7670243e-02 5.4373759e-03 -2.3016517e-02 4.8942947e-10 2.4119511e-08 -3.4835242e-11
5045 9.3509510e-01 1.7646010e-02 5.4334446e-03 -2.2986056e-02 4.8927226e-10 2.4110751e-08 -3.4101649e-11
5046 9.3404667e-01 1.7621849e-02 5.4295163e-03 -2.2955704e-02 4.8911502e-10 2.4107471e-08 -3.3363430e-11
5047 9.3300153e-01 1.7597756e-02 5.4255910e-03 -2.2925462e-02 4.8895797e-10 2.4109596e-08 -3.2620702e-11
5048 9.3196059e-01 1.7573725e-02 5.4216687e-03 -2.2895314e-02 4.8880101e-10 2.4117032e-08 -3.1873558e-11
5049 9.3092544e-01 1.7549765e-02 5.4177493e-03 -2.2865245e-02 4.8864401e-10 2.4129689e-08 -3.1122094e-11
5050 9.2989693e-01 1.7525872e-02 5.4138328e-03 -2.2835264e-02 4.8848721e-10 2.4147486e-08 -3.0366419e-11
5051 9.2887508e-01 1.7502040e-02 5.4099192e-03 -2.2805348e-02 4.8833048e-10 2.4170332e-08 -2.9606630e-11
5052 9.2786137e-01 1.7478278e-02 5.4060084e-03 -2.2775493e-02 4.8817372e-10 2.4198136e-08 -2.8842819e-11
5053 9.2685571e-01 1.7454582e-02 5.4021004e-03 -2.2745691e-02 4.8801716e-10 2.4230820e-08 -2.8075103e-11
5054 9.2585944e-01 1.7430945e-02 5.3981953e-03 -2.2715939e-02 4.8786068e-10 2.4268292e-08 -2.7303574e-11
5055 9.2487308e-01 1.7407377e-02 5.3942930e-03 -2.2686223e-02 4.8770417e-10 2.4310462e-08 -2.6528330e-11
5056 9.2389631e-01 1.7383871e-02 5.3903935e-03 -2.2656548e-02 4.8754785e-10 2.4357249e-08 -2.5749478e-11
5057 9.2293021e-01 1.7360431e-02 5.3864968e-03 -2.2626894e-02 4.8739162e-10 2.4408561e-08 -2.4967115e-11
5058 9.2197431e-01 1.7337056e-02 5.3826030e-03 -2.2597273e-02 4.8723535e-10 2.4464307e-08 -2.4181337e-11
5059 9.2102949e-01 1.7313734e-02 5.3787121e-03 -2.2567660e-02 4.8707928e-10 2.4524411e-08 -2.3392255e-11
5060 9.2009508e-01 1.7290474e-02 5.3748240e-03 -2.2538068e-02 4.8692329e-10 2.4588779e-08 -2.2599965e-11
5061 9.1917178e-01 1.7267278e-02 5.3709389e-03 -2.2508496e-02 4.8676738e-10 2.4657325e-08 -2.1804567e-11
5062 9.1825944e-01 1.7244145e-02 5.3670568e-03 -2.2478920e-02 4.8661144e-10 2.4729958e-08 -2.1006158e-11
5063 9.1735710e-01 1.7221063e-02 5.3631778e-03 -2.2449362e-02 4.8645569e-10 2.4806596e-08 -2.0204846e-11
5064 9.1646515e-01 1.7198034e-02 5.3593018e-03 -2.2419807e-02 4.8630003e-10 2.4887150e-08 -1.9400727e-11
5065 9.1558244e-01 1.7175065e-02 5.3554291e-03 -2.2390255e-02 4.8614433e-10 2.4971527e-08 -1.8593899e-11
5066 9.1470918e-01 1.7152151e-02 5.3515595e-03 -2.2360701e-02 4.8598883e-10 2.5059651e-08 -1.7784470e-11
5067 9.1384478e-01 1.7129292e-02 5.3476933e-03 -2.2331160e-02 4.8583330e-10 2.5151426e-08 -1.6972536e-11
5068 9.1298780e-01 1.7106483e-02 5.3438306e-03 -2.2301612e-02 4.8567797e-10 2.5246770e-08 -1.6158200e-11
5069 9.1213749e-01 1.7083724e-02 5.3399713e-03 -2.2272075e-02 4.8552272e-10 2.5345594e-08 -1.5341561e-11
5070 9.1129450e-01 1.7061010e-02 5.3361157e-03 -2.2242544e-02 4.8536743e-10 2.5447805e-08 -1.4522716e-11
5071 9.1045574e-01 1.7038348e-02 5.3322637e-03 -2.2213014e-02 4.8521246e-10 2.5553332e-08 -1.3701777e-11
5072 9.0962248e-01 1.7015741e-02 5.3284156e-03 -2.2183496e-02 4.8505734e-10 2.5662065e-08 -1.2878830e-11
5073 9.0879226e-01 1.6993174e-02 5.3245714e-03 -2.2153987e-02 4.8490242e-10 2.5773935e-08 -1.2053986e-11
5074 9.0796483e-01 1.6970649e-02 5.3207312e-03 -2.2124484e-02 4.8474747e-10 2.5888845e-08 -1.1227342e-11
5075 9.0713839e-01 1.6948174e-02 5.3168951e-03 -2.2095006e-02 4.8459271e-10 2.6006714e-08 -1.0398999e-11
5076 9.0631191e-01 1.6925736e-02 5.3130632e-03 -2.2065542e-02 4.8443804e-10 2.6127452e-08 -9.5690588e-12
5077 9.0548581e-01 1.6903344e-02 5.3092357e-03 -2.2036097e-02 4.8428334e-10 2.6250966e-08 -8.7376184e-12
5078 9.0465758e-01 1.6880998e-02 5.3054126e-03 -2.2006676e-02 4.8412883e-10 2.6377180e-08 -7.9047833e-12
5079 9.0382619e-01 1.6858686e-02 5.3015940e-03 -2.1977284e-02 4.8397429e-10 2.6505998e-08 -7.0706509e-12
5080 9.0299139e-01 1.6836417e-02 5.2977800e-03 -2.1947918e-02 4.8381995e-10 2.6637339e-08 -6.2353236e-12
5081 9.0215221e-01 1.6814185e-02 5.2939708e-03 -2.1918583e-02 4.8366570e-10 2.6771113e-08 -5.3989013e-12
5082 9.0130776e-01 1.6791992e-02 5.2901663e-03 -2.1889293e-02 4.8351141e-10 2.6907226e-08 -4.5614834e-12
5083 9.0045569e-01 1.6769838e-02 5.2863666e-03 -2.1860036e-02 4.8335732e-10 2.7045604e-08 -3.7231730e-12
5084 8.9959744e-01 1.6747720e-02 5.2825719e-03 -2.1830824e-02 4.8320332e-10 2.7186153e-08 -2.8840694e-12
5085 8.9873082e-01 1.6725638e-02 5.2787822e-03 -2.1801656e-02 4.8304940e-10 2.7328785e-08 -2.0442732e-12
5086 8.9785595e-01 1.6703594e-02 5.2749975e-03 -2.1772536e-02 4.8289556e-10 2.7473414e-08 -1.2038852e-12
5087 8.9697153e-01 1.6681584e-02 5.2712179e-03 -2.1743460e-02 4.8274169e-10 2.7619950e-08 -3.6300585e-13
5088 8.9607786e-01 1.6659610e-02 5.2674434e-03 -2.1714447e-02 4.8258791e-10 2.7768303e-08 4.7826381e-13
5089 8.9517386e-01 1.6637673e-02 5.2636741e-03 -2.1685479e-02 4.8243432e-10 2.7918399e-08 1.3198233e-12
5090 8.9426001e-01 1.6615776e-02 5.2599099e-03 -2.1656574e-02 4.8228082e-10 2.8070142e-08 2.1615722e-12
5091 8.9333619e-01 1.6593914e-02 5.2561508e-03 -2.1627727e-02 4.8212741e-10 2.8223445e-08 3.0034097e-12
5092 8.9240162e-01 1.6572082e-02 5.2523969e-03 -2.1598935e-02 4.8197407e-10 2.8378222e-08 3.8452352e-12
5093 8.9145713e-01 1.6550291e-02 5.2486481e-03 -2.1570200e-02 4.8182071e-10 2.8534381e-08 4.6869476e-12
5094 8.9050215e-01 1.6528541e-02 5.2449044e-03 -2.1541531e-02 4.8166755e-10 2.8691843e-08 5.5284471e-12
5095 8.8953774e-01 1.6506822e-02 5.2411657e-03 -2.1512923e-02 4.8151436e-10 2.8850509e-08 6.3696312e-12
5096 8.8856430e-01 1.6485143e-02 5.2374321e-03 -2.1484370e-02 4.8136136e-10 2.9010306e-08 7.2104020e-12
5097 8.8758160e-01 1.6463499e-02 5.2337034e-03 -2.1455872e-02 4.8120845e-10 2.9171140e-08 8.0506577e-12
5098 8.8659097e-01 1.6441894e-02 5.2299796e-03 -2.1427439e-02 4.8105551e-10 2.9332920e-08 8.8902964e-12
5099 8.8559240e-01 1.6420330e-02 5.2262606e-03 -2.1399054e-02 4.8090278e-10 2.9495567e-08 9.7292196e-12
5100 8.8458739e-01 1.6398802e-02 5.2225464e-03 -2.1370735e-02 4.8075012e-10 2.9658988e-08 1.0567326e-11
5101 8.8357683e-01 1.6377314e-02 5.2188367e-03 -2.1342457e-02 4.8059755e-10 2.9823098e-08 1.1404514e-11
5102 8.8256092e-01 1.6355867e-02 5.2151317e-03 -2.1314235e-02 4.8044495e-10 2.9987802e-08 1.2240681e-11
5103 8.8154139e-01 1.6334464e-02 5.2114311e-03 -2.1286060e-02 4.8029255e-10 3.0153026e-08 1.3075731e-11
5104 8.8051858e-01 1.6313093e-02 5.2077348e-03 -2.1257931e-02 4.8014013e-10 3.0318673e-08 1.3909561e-11
5105 8.7949432e-01 1.6291765e-02 5.2040427e-03 -2.1229839e-02 4.7998790e-10 3.0484663e-08 1.4742071e-11
