#  L TT            EE            BB            TE            PP            PT            PE           
4693 1.3848541e+00 3.0175075e-02 6.8935861e-03 -3.9007782e-02 5.4995319e-10 2.9293989e-08 2.3795736e-10
4694 1.3832588e+00 3.0126472e-02 6.8891196e-03 -3.8932033e-02 5.4976405e-10 2.9241609e-08 2.3728279e-10
4695 1.3816681e+00 3.0078025e-02 6.8846545e-03 -3.8856565e-02 5.4957514e-10 2.9200602e-08 2.3659189e-10
4696 1.3800803e+00 3.0029742e-02 6.8801910e-03 -3.8781454e-02 5.4938621e-10 2.9171254e-08 2.3588470e-10
4697 1.3784937e+00 2.9981555e-02 6.8757293e-03 -3.8706703e-02 5.4919751e-10 2.9153879e-08 2.3516145e-10
4698 1.3769073e+00 2.9933470e-02 6.8712694e-03 -3.8632314e-02 5.4900892e-10 2.9148765e-08 2.3442221e-10
4699 1.3753180e+00 2.9885569e-02 6.8668117e-03 -3.8558291e-02 5.4882030e-10 2.9156209e-08 2.3366706e-10
4700 1.3737263e+00 2.9837784e-02 6.8623562e-03 -3.8484711e-02 5.4863191e-10 2.9176514e-08 2.3289618e-10
4701 1.3721284e+00 2.9790197e-02 6.8579031e-03 -3.8411430e-02 5.4844350e-10 2.9209834e-08 2.3210960e-10
4702 1.3705252e+00 2.9742665e-02 6.8534527e-03 -3.8338527e-02 5.4825532e-10 2.9255805e-08 2.3130752e-10
4703 1.3689144e+00 2.9695271e-02 6.8490050e-03 -3.8266006e-02 5.4806725e-10 2.9313910e-08 2.3048995e-10
4704 1.3672947e+00 2.9648021e-02 6.8445601e-03 -3.8193871e-02 5.4787914e-10 2.9383635e-08 2.2965694e-10
4705 1.3656650e+00 2.9600922e-02 6.8401183e-03 -3.8122201e-02 5.4769127e-10 2.9464476e-08 2.2880863e-10
4706 1.3640248e+00 2.9553981e-02 6.8356796e-03 -3.8050854e-02 5.4750351e-10 2.9555919e-08 2.2794507e-10
4707 1.3623741e+00 2.9507131e-02 6.8312442e-03 -3.7979907e-02 5.4731572e-10 2.9657445e-08 2.2706628e-10
4708 1.3607112e+00 2.9460380e-02 6.8268121e-03 -3.7909366e-02 5.4712816e-10 2.9768558e-08 2.2617244e-10
4709 1.3590355e+00 2.9413808e-02 6.8223833e-03 -3.7839161e-02 5.4694070e-10 2.9888739e-08 2.2526358e-10
4710 1.3573465e+00 2.9367349e-02 6.8179581e-03 -3.7769445e-02 5.4675322e-10 3.0017475e-08 2.2433975e-10
4711 1.3556452e+00 2.9321009e-02 6.8135364e-03 -3.7700075e-02 5.4656584e-10 3.0154254e-08 2.2340103e-10
4712 1.3539293e+00 2.9274796e-02 6.8091183e-03 -3.7631128e-02 5.4637869e-10 3.0298577e-08 2.2244757e-10
4713 1.3522009e+00 2.9228717e-02 6.8047038e-03 -3.7562536e-02 5.4619164e-10 3.0449925e-08 2.2147939e-10
4714 1.3504586e+00 2.9182705e-02 6.8002929e-03 -3.7494376e-02 5.4600457e-10 3.0607783e-08 2.2049656e-10
4715 1.3487041e+00 2.9136916e-02 6.7958856e-03 -3.7426654e-02 5.4581773e-10 3.0771649e-08 2.1949919e-10
4716 1.3469364e+00 2.9091207e-02 6.7914818e-03 -3.7359297e-02 5.4563099e-10 3.0941007e-08 2.1848734e-10
4717 1.3451574e+00 2.9045587e-02 6.7870816e-03 -3.7292311e-02 5.4544422e-10 3.1115340e-08 2.1746103e-10
4718 1.3433671e+00 2.9000062e-02 6.7826850e-03 -3.7225699e-02 5.4525768e-10 3.1294150e-08 2.1642045e-10
4719 1.3415663e+00 2.8954715e-02 6.7782917e-03 -3.7159540e-02 5.4507112e-10 3.1476917e-08 2.1536559e-10
4720 1.3397574e+00 2.8909477e-02 6.7739018e-03 -3.7093688e-02 5.4488478e-10 3.1663137e-08 2.1429658e-10
4721 1.3379399e+00 2.8864355e-02 6.7695153e-03 -3.7028222e-02 5.4469855e-10 3.1852295e-08 2.1321348e-10
4722 1.3361165e+00 2.8819284e-02 6.7651319e-03 -3.6963145e-02 5.4451242e-10 3.2043880e-08 2.1211636e-10
4723 1.3342875e+00 2.8774418e-02 6.7607516e-03 -3.6898388e-02 5.4432626e-10 3.2237374e-08 2.1100525e-10
4724 1.3324545e+00 2.8729615e-02 6.7563742e-03 -3.6834029e-02 5.4414033e-10 3.2432281e-08 2.0988032e-10
4725 1.3306193e+00 2.8684958e-02 6.7519998e-03 -3.6769997e-02 5.4395450e-10 3.2628082e-08 2.0874161e-10
4726 1.3287827e+00 2.8640304e-02 6.7476281e-03 -3.6706372e-02 5.4376864e-10 3.2824264e-08 2.0758916e-10
4727 1.3269462e+00 2.8595884e-02 6.7432590e-03 -3.6643009e-02 5.4358302e-10 3.3020322e-08 2.0642310e-10
4728 1.3251127e+00 2.8551480e-02 6.7388924e-03 -3.6579990e-02 5.4339736e-10 3.3215734e-08 2.0524344e-10
4729 1.3232822e+00 2.8507250e-02 6.7345282e-03 -3.6517318e-02 5.4321193e-10 3.3410005e-08 2.0405035e-10
4730 1.3214562e+00 2.8463051e-02 6.7301662e-03 -3.6454926e-02 5.4302660e-10 3.3602616e-08 2.0284386e-10
4731 1.3196376e+00 2.8418963e-02 6.7258062e-03 -3.6392895e-02 5.4284125e-10 3.3793053e-08 2.0162402e-10
4732 1.3178264e+00 2.8374995e-02 6.7214483e-03 -3.6331157e-02 5.4265612e-10 3.3980812e-08 2.0039095e-10
4733 1.3160254e+00 2.8331153e-02 6.7170922e-03 -3.6269721e-02 5.4247097e-10 3.4165370e-08 1.9914467e-10
4734 1.3142352e+00 2.8287368e-02 6.7127378e-03 -3.6208520e-02 5.4228604e-10 3.4346233e-08 1.9788535e-10
4735 1.3124563e+00 2.8243723e-02 6.7083851e-03 -3.6147639e-02 5.4210121e-10 3.4522882e-08 1.9661300e-10
4736 1.3106921e+00 2.8200148e-02 6.7040339e-03 -3.6087011e-02 5.4191635e-10 3.4694801e-08 1.9532770e-10
4737 1.3089414e+00 2.8156651e-02 6.6996841e-03 -3.6026575e-02 5.4173172e-10 3.4861489e-08 1.9402956e-10
4738 1.3072074e+00 2.8113313e-02 6.6953356e-03 -3.5966490e-02 5.4154719e-10 3.5022430e-08 1.9271863e-10
4739 1.3054887e+00 2.8070065e-02 6.6909883e-03 -3.5906620e-02 5.4136263e-10 3.5177104e-08 1.9139495e-10
4740 1.3037882e+00 2.8026840e-02 6.6866423e-03 -3.5846977e-02 5.4117830e-10 3.5325019e-08 1.9005869e-10
4741 1.3021051e+00 2.7983792e-02 6.6822974e-03 -3.5787585e-02 5.4099394e-10 3.5465649e-08 1.8870985e-10
4742 1.3004406e+00 2.7940779e-02 6.6779536e-03 -3.5728419e-02 5.4080980e-10 3.5598493e-08 1.8734856e-10
4743 1.2987950e+00 2.7897881e-02 6.6736109e-03 -3.5669498e-02 5.4062576e-10 3.5723036e-08 1.8597488e-10
4744 1.2971684e+00 2.7855030e-02 6.6692692e-03 -3.5610791e-02 5.4044170e-10 3.5838758e-08 1.8458882e-10
4745 1.2955609e+00 2.7812307e-02 6.6649285e-03 -3.5552311e-02 5.4025785e-10 3.5945166e-08 1.8319057e-10
4746 1.2939724e+00 2.7769717e-02 6.6605889e-03 -3.5494054e-02 5.4007398e-10 3.6041735e-08 1.8178012e-10
4747 1.2924027e+00 2.7727118e-02 6.6562505e-03 -3.5436002e-02 5.3989034e-10 3.6127964e-08 1.8035761e-10
4748 1.2908520e+00 2.7684663e-02 6.6519131e-03 -3.5378167e-02 5.3970679e-10 3.6203337e-08 1.7892309e-10
4749 1.2893184e+00 2.7642285e-02 6.6475769e-03 -3.5320543e-02 5.3952334e-10 3.6267343e-08 1.7747663e-10
4750 1.2878026e+00 2.7599988e-02 6.6432419e-03 -3.5263165e-02 5.3933986e-10 3.6319463e-08 1.7601827e-10
4751 1.2863033e+00 2.7557779e-02 6.6389083e-03 -3.5205901e-02 5.3915661e-10 3.6359365e-08 1.7454822e-10
4752 1.2848194e+00 2.7515662e-02 6.6345761e-03 -3.5148946e-02 5.3897332e-10 3.6387332e-08 1.7306668e-10
4753 1.2833499e+00 2.7473644e-02 6.6302453e-03 -3.5092175e-02 5.3879027e-10 3.6403831e-08 1.7157403e-10
4754 1.2818946e+00 2.7431728e-02 6.6259162e-03 -3.5035614e-02 5.3860730e-10 3.6409314e-08 1.7007056e-10
4755 1.2804514e+00 2.7389847e-02 6.6215888e-03 -3.4979215e-02 5.3842431e-10 3.6404232e-08 1.6855655e-10
4756 1.2790199e+00 2.7348004e-02 6.6172633e-03 -3.4923077e-02 5.3824154e-10 3.6389060e-08 1.6703241e-10
4757 1.2775979e+00 2.7306280e-02 6.6129397e-03 -3.4867228e-02 5.3805875e-10 3.6364242e-08 1.6549840e-10
4758 1.2761841e+00 2.7264680e-02 6.6086182e-03 -3.4811547e-02 5.3787618e-10 3.6330244e-08 1.6395488e-10
4759 1.2747777e+00 2.7223058e-02 6.6042990e-03 -3.4756136e-02 5.3769357e-10 3.6287513e-08 1.6240210e-10
4760 1.2733773e+00 2.7181569e-02 6.5999822e-03 -3.4700873e-02 5.3751120e-10 3.6236522e-08 1.6084048e-10
4761 1.2719808e+00 2.7140143e-02 6.5956679e-03 -3.4645936e-02 5.3732892e-10 3.6177722e-08 1.5927030e-10
4762 1.2705873e+00 2.7098858e-02 6.5913563e-03 -3.4591205e-02 5.3714661e-10 3.6111565e-08 1.5769185e-10
4763 1.2691954e+00 2.7057571e-02 6.5870475e-03 -3.4536708e-02 5.3696452e-10 3.6038518e-08 1.5610549e-10
4764 1.2678030e+00 2.7016360e-02 6.5827417e-03 -3.4482473e-02 5.3678254e-10 3.5959034e-08 1.5451153e-10
4765 1.2664094e+00 2.6975303e-02 6.5784390e-03 -3.4428455e-02 5.3660052e-10 3.5873564e-08 1.5291026e-10
4766 1.2650125e+00 2.6934255e-02 6.5741396e-03 -3.4374683e-02 5.3641873e-10 3.5782581e-08 1.5130206e-10
4767 1.2636117e+00 2.6893296e-02 6.5698435e-03 -3.4321109e-02 5.3623704e-10 3.5686536e-08 1.4968723e-10
4768 1.2622060e+00 2.6852428e-02 6.5655509e-03 -3.4267836e-02 5.3605531e-10 3.5585881e-08 1.4806606e-10
4769 1.2607941e+00 2.6811582e-02 6.5612620e-03 -3.4214819e-02 5.3587382e-10 3.5481083e-08 1.4643891e-10
4770 1.2593744e+00 2.6770834e-02 6.5569767e-03 -3.4162084e-02 5.3569241e-10 3.5372597e-08 1.4480609e-10
4771 1.2579459e+00 2.6730115e-02 6.5526953e-03 -3.4109583e-02 5.3551098e-10 3.5260870e-08 1.4316789e-10
4772 1.2565086e+00 2.6689502e-02 6.5484177e-03 -3.4057345e-02 5.3532978e-10 3.5146378e-08 1.4152469e-10
4773 1.2550618e+00 2.6648998e-02 6.5441441e-03 -3.4005320e-02 5.3514867e-10 3.5029570e-08 1.3987678e-10
4774 1.2536049e+00 2.6608532e-02 6.5398746e-03 -3.3953608e-02 5.3496754e-10 3.4910900e-08 1.3822446e-10
4775 1.2521369e+00 2.6568107e-02 6.5356091e-03 -3.3902086e-02 5.3478662e-10 3.4790834e-08 1.3656810e-10
4776 1.2506574e+00 2.6527727e-02 6.5313478e-03 -3.3850854e-02 5.3460568e-10 3.4669818e-08 1.3490795e-10
4777 1.2491671e+00 2.6487467e-02 6.5270905e-03 -3.3799935e-02 5.3442497e-10 3.4548326e-08 1.3324442e-10
4778 1.2476659e+00 2.6447256e-02 6.5228375e-03 -3.3749203e-02 5.3424422e-10 3.4426803e-08 1.3157777e-10
4779 1.2461533e+00 2.6407098e-02 6.5185885e-03 -3.3698758e-02 5.3406370e-10 3.4305715e-08 1.2990836e-10
4780 1.2446302e+00 2.6366994e-02 6.5143438e-03 -3.3648545e-02 5.3388328e-10 3.4185516e-08 1.2823648e-10
4781 1.2430964e+00 2.6326947e-02 6.5101031e-03 -3.3598513e-02 5.3370295e-10 3.4066665e-08 1.2656247e-10
4782 1.2415530e+00 2.6286959e-02 6.5058664e-03 -3.3548832e-02 5.3352260e-10 3.3949610e-08 1.2488662e-10
4783 1.2399993e+00 2.6247032e-02 6.5016338e-03 -3.3499299e-02 5.3334247e-10 3.3834826e-08 1.2320929e-10
4784 1.2384383e+00 2.6207168e-02 6.4974051e-03 -3.3450083e-02 5.3316231e-10 3.3722759e-08 1.2153079e-10
4785 1.2368686e+00 2.6167295e-02 6.4931802e-03 -3.3401055e-02 5.3298238e-10 3.3613874e-08 1.1985144e-10
4786 1.2352920e+00 2.6127563e-02 6.4889592e-03 -3.3352161e-02 5.3280242e-10 3.3508617e-08 1.1817154e-10
4787 1.2337102e+00 2.6087825e-02 6.4847418e-03 -3.3303566e-02 5.3262268e-10 3.3407462e-08 1.1649145e-10
4788 1.2321238e+00 2.6048156e-02 6.4805279e-03 -3.3255215e-02 5.3244304e-10 3.3310859e-08 1.1481148e-10
4789 1.2305331e+00 2.6008559e-02 6.4763175e-03 -3.3206977e-02 5.3226350e-10 3.3219266e-08 1.1313194e-10
4790 1.2289409e+00 2.5969034e-02 6.4721105e-03 -3.3158945e-02 5.3208393e-10 3.3133137e-08 1.1145314e-10
4791 1.2273478e+00 2.5929508e-02 6.4679066e-03 -3.3111134e-02 5.3190458e-10 3.3052936e-08 1.0977544e-10
4792 1.2257545e+00 2.5890057e-02 6.4637059e-03 -3.3063415e-02 5.3172521e-10 3.2979112e-08 1.0809911e-10
4793 1.2241631e+00 2.5850607e-02 6.4595080e-03 -3.3015951e-02 5.3154606e-10 3.2912136e-08 1.0642452e-10
4794 1.2225750e+00 2.5811308e-02 6.4553130e-03 -3.2968611e-02 5.3136701e-10 3.2852459e-08 1.0475198e-10
4795 1.2209908e+00 2.5772012e-02 6.4511206e-03 -3.2921411e-02 5.3118793e-10 3.2800536e-08 1.0308178e-10
4796 1.2194126e+00 2.5732719e-02 6.4469308e-03 -3.2874294e-02 5.3100907e-10 3.2756830e-08 1.0141428e-10
4797 1.2178418e+00 2.5693579e-02 6.4427434e-03 -3.2827350e-02 5.3083032e-10 3.2721798e-08 9.9749790e-11
4798 1.2162782e+00 2.5654442e-02 6.4385582e-03 -3.2780520e-02 5.3065153e-10 3.2695888e-08 9.8088602e-11
4799 1.2147253e+00 2.5615310e-02 6.4343751e-03 -3.2733823e-02 5.3047297e-10 3.2679573e-08 9.6431086e-11
4800 1.2131820e+00 2.5576257e-02 6.4301941e-03 -3.2687199e-02 5.3029451e-10 3.2673305e-08 9.4777540e-11
4801 1.2116511e+00 2.5537283e-02 6.4260149e-03 -3.2640666e-02 5.3011602e-10 3.2677385e-08 9.3128232e-11
4802 1.2101326e+00 2.5498313e-02 6.4218375e-03 -3.2594240e-02 5.2993775e-10 3.2691515e-08 9.1483292e-11
4803 1.2086277e+00 2.5459422e-02 6.4176618e-03 -3.2547865e-02 5.2975946e-10 3.2715229e-08 8.9842754e-11
4804 1.2071363e+00 2.5420535e-02 6.4134876e-03 -3.2501556e-02 5.2958138e-10 3.2748085e-08 8.8206727e-11
4805 1.2056600e+00 2.5381726e-02 6.4093149e-03 -3.2455333e-02 5.2940341e-10 3.2789619e-08 8.6575256e-11
4806 1.2041993e+00 2.5342920e-02 6.4051436e-03 -3.2409138e-02 5.2922541e-10 3.2839370e-08 8.4948395e-11
4807 1.2027549e+00 2.5304190e-02 6.4009737e-03 -3.2362991e-02 5.2904763e-10 3.2896890e-08 8.3326231e-11
4808 1.2013263e+00 2.5265537e-02 6.3968050e-03 -3.2316982e-02 5.2886982e-10 3.2961710e-08 8.1708800e-11
4809 1.1999137e+00 2.5226885e-02 6.3926375e-03 -3.2270909e-02 5.2869224e-10 3.3033390e-08 8.0096207e-11
4810 1.1985181e+00 2.5188308e-02 6.3884713e-03 -3.2224939e-02 5.2851475e-10 3.3111466e-08 7.8488499e-11
4811 1.1971388e+00 2.5149804e-02 6.3843061e-03 -3.2179017e-02 5.2833736e-10 3.3195480e-08 7.6885741e-11
4812 1.1957755e+00 2.5111298e-02 6.3801422e-03 -3.2133164e-02 5.2816007e-10 3.3284976e-08 7.5288000e-11
4813 1.1944281e+00 2.5072789e-02 6.3759794e-03 -3.2087249e-02 5.2798274e-10 3.3379494e-08 7.3695331e-11
4814 1.1930963e+00 2.5034424e-02 6.3718177e-03 -3.2041443e-02 5.2780552e-10 3.3478577e-08 7.2107802e-11
4815 1.1917794e+00 2.4996054e-02 6.3676572e-03 -3.1995692e-02 5.2762851e-10 3.3581781e-08 7.0525505e-11
4816 1.1904771e+00 2.4957676e-02 6.3634979e-03 -3.1949941e-02 5.2745160e-10 3.3688642e-08 6.8948487e-11
4817 1.1891878e+00 2.4919439e-02 6.3593398e-03 -3.1904286e-02 5.2727467e-10 3.3798698e-08 6.7376807e-11
4818 1.1879123e+00 2.4881191e-02 6.3551830e-03 -3.1858601e-02 5.2709795e-10 3.3911501e-08 6.5810546e-11
4819 1.1866475e+00 2.4843006e-02 6.3510276e-03 -3.1813053e-02 5.2692133e-10 3.4026590e-08 6.4249762e-11
4820 1.1853939e+00 2.4804807e-02 6.3468735e-03 -3.1767443e-02 5.2674468e-10 3.4143502e-08 6.2694507e-11
4821 1.1841505e+00 2.4766741e-02 6.3427209e-03 -3.1721940e-02 5.2656825e-10 3.4261796e-08 6.1144876e-11
4822 1.1829149e+00 2.4728658e-02 6.3385698e-03 -3.1676490e-02 5.2639179e-10 3.4381002e-08 5.9600913e-11
4823 1.1816874e+00 2.4690629e-02 6.3344203e-03 -3.1631116e-02 5.2621567e-10 3.4500678e-08 5.8062705e-11
4824 1.1804661e+00 2.4652653e-02 6.3302726e-03 -3.1585764e-02 5.2603940e-10 3.4620349e-08 5.6530290e-11
4825 1.1792491e+00 2.4614728e-02 6.3261266e-03 -3.1540454e-02 5.2586335e-10 3.4739572e-08 5.5003754e-11
4826 1.1780368e+00 2.4576850e-02 6.3219825e-03 -3.1495208e-02 5.2568727e-10 3.4857878e-08 5.3483143e-11
4827 1.1768265e+00 2.4539019e-02 6.3178403e-03 -3.1450046e-02 5.2551141e-10 3.4974827e-08 5.1968550e-11
4828 1.1756178e+00 2.4501231e-02 6.3137001e-03 -3.1404988e-02 5.2533565e-10 3.5089954e-08 5.0460028e-11
4829 1.1744095e+00 2.4463484e-02 6.3095621e-03 -3.1359905e-02 5.2515985e-10 3.5202799e-08 4.8957635e-11
4830 1.1731993e+00 2.4425776e-02 6.3054263e-03 -3.1314965e-02 5.2498428e-10 3.5312912e-08 4.7461450e-11
4831 1.1719881e+00 2.4388103e-02 6.3012928e-03 -3.1270112e-02 5.2480867e-10 3.5419826e-08 4.5971523e-11
4832 1.1707728e+00 2.4350464e-02 6.2971616e-03 -3.1225291e-02 5.2463328e-10 3.5523100e-08 4.4487940e-11
4833 1.1695532e+00 2.4312854e-02 6.2930329e-03 -3.1180593e-02 5.2445786e-10 3.5622265e-08 4.3010751e-11
4834 1.1683292e+00 2.4275347e-02 6.2889066e-03 -3.1136035e-02 5.2428266e-10 3.5716874e-08 4.1540033e-11
4835 1.1670987e+00 2.4237863e-02 6.2847829e-03 -3.1091485e-02 5.2410755e-10 3.5806465e-08 4.0075847e-11
4836 1.1658616e+00 2.4200402e-02 6.2806617e-03 -3.1047106e-02 5.2393253e-10 3.5890583e-08 3.8618257e-11
4837 1.1646174e+00 2.4162958e-02 6.2765432e-03 -3.1002766e-02 5.2375749e-10 3.5968761e-08 3.7167322e-11
4838 1.1633649e+00 2.4125604e-02 6.2724274e-03 -3.0958553e-02 5.2358266e-10 3.6040561e-08 3.5723125e-11
4839 1.1621037e+00 2.4088263e-02 6.2683142e-03 -3.0914405e-02 5.2340780e-10 3.6105513e-08 3.4285719e-11
4840 1.1608337e+00 2.4050929e-02 6.2642037e-03 -3.0870410e-02 5.2323316e-10 3.6163169e-08 3.2855177e-11
4841 1.1595546e+00 2.4013676e-02 6.2600959e-03 -3.0826429e-02 5.2305861e-10 3.6213069e-08 3.1431562e-11
4842 1.1582665e+00 2.3976498e-02 6.2559908e-03 -3.0782624e-02 5.2288403e-10 3.6254747e-08 3.0014933e-11
4843 1.1569694e+00 2.3939320e-02 6.2518884e-03 -3.0738855e-02 5.2270966e-10 3.6287764e-08 2.8605369e-11
4844 1.1556628e+00 2.3902210e-02 6.2477885e-03 -3.0695279e-02 5.2253539e-10 3.6311655e-08 2.7202929e-11
4845 1.1543479e+00 2.3865091e-02 6.2436913e-03 -3.0651757e-02 5.2236121e-10 3.6325963e-08 2.5807679e-11
4846 1.1530242e+00 2.3828109e-02 6.2395966e-03 -3.0608296e-02 5.2218700e-10 3.6330228e-08 2.4419683e-11
4847 1.1516931e+00 2.3791036e-02 6.2355043e-03 -3.0564976e-02 5.2201300e-10 3.6324002e-08 2.3039011e-11
4848 1.1503537e+00 2.3754092e-02 6.2314145e-03 -3.0521730e-02 5.2183910e-10 3.6306824e-08 2.1665727e-11
4849 1.1490075e+00 2.3717198e-02 6.2273270e-03 -3.0478562e-02 5.2166516e-10 3.6278228e-08 2.0299891e-11
4850 1.1476561e+00 2.3680277e-02 6.2232417e-03 -3.0435476e-02 5.2149132e-10 3.6237772e-08 1.8941578e-11
4851 1.1462989e+00 2.3643472e-02 6.2191585e-03 -3.0392551e-02 5.2131769e-10 3.6185183e-08 1.7590851e-11
4852 1.1449375e+00 2.3606631e-02 6.2150774e-03 -3.0349641e-02 5.2114415e-10 3.6120920e-08 1.6247765e-11
4853 1.1435730e+00 2.3569900e-02 6.2109982e-03 -3.0306748e-02 5.2097058e-10 3.6045624e-08 1.4912374e-11
4854 1.1422058e+00 2.3533198e-02 6.2069208e-03 -3.0263947e-02 5.2079722e-10 3.5959960e-08 1.3584742e-11
4855 1.1408377e+00 2.3496523e-02 6.2028452e-03 -3.0221241e-02 5.2062396e-10 3.5864569e-08 1.2264919e-11
4856 1.1394698e+00 2.3459944e-02 6.1987710e-03 -3.0178554e-02 5.2045066e-10 3.5760093e-08 1.0952963e-11
4857 1.1381019e+00 2.3423383e-02 6.1946983e-03 -3.0135889e-02 5.2027758e-10 3.5647191e-08 9.6489309e-12
4858 1.1367366e+00 2.3386835e-02 6.1906270e-03 -3.0093317e-02 5.2010459e-10 3.5526506e-08 8.3528787e-12
4859 1.1353736e+00 2.3350370e-02 6.1865568e-03 -3.0050765e-02 5.1993156e-10 3.5398679e-08 7.0648608e-12
4860 1.1340156e+00 2.3313984e-02 6.1824877e-03 -3.0008230e-02 5.1975875e-10 3.5264374e-08 5.7849371e-12
4861 1.1326622e+00 2.3277599e-02 6.1784195e-03 -2.9965713e-02 5.1958603e-10 3.5124232e-08 4.5131621e-12
4862 1.1313145e+00 2.3241209e-02 6.1743520e-03 -2.9923211e-02 5.1941340e-10 3.4978900e-08 3.2495921e-12
4863 1.1299744e+00 2.3204959e-02 6.1702853e-03 -2.9880722e-02 5.1924074e-10 3.4829025e-08 1.9942831e-12
4864 1.1286421e+00 2.3168696e-02 6.1662191e-03 -2.9838244e-02 5.1906829e-10 3.4675261e-08 7.4729220e-13
4865 1.1273193e+00 2.3132490e-02 6.1621534e-03 -2.9795775e-02 5.1889581e-10 3.4518245e-08 -4.9132464e-13
4866 1.1260062e+00 2.3096336e-02 6.1580880e-03 -2.9753314e-02 5.1872354e-10 3.4358642e-08 -1.7215110e-12
4867 1.1247036e+00 2.3060230e-02 6.1540229e-03 -2.9710857e-02 5.1855123e-10 3.4197088e-08 -2.9432104e-12
4868 1.1234122e+00 2.3024166e-02 6.1499578e-03 -2.9668403e-02 5.1837915e-10 3.4034240e-08 -4.1563670e-12
4869 1.1221326e+00 2.2988215e-02 6.1458928e-03 -2.9625875e-02 5.1820715e-10 3.3870742e-08 -5.3609243e-12
4870 1.1208654e+00 2.2952225e-02 6.1418278e-03 -2.9583420e-02 5.1803524e-10 3.3707242e-08 -6.5568259e-12
4871 1.1196110e+00 2.2916337e-02 6.1377627e-03 -2.9540886e-02 5.1786330e-10 3.3544381e-08 -7.7440137e-12
4872 1.1183690e+00 2.2880475e-02 6.1336974e-03 -2.9498347e-02 5.1769157e-10 3.3382824e-08 -8.9224348e-12
4873 1.1171404e+00 2.2844633e-02 6.1296318e-03 -2.9455800e-02 5.1751980e-10 3.3223206e-08 -1.0092030e-11
4874 1.1159239e+00 2.2808881e-02 6.1255660e-03 -2.9413243e-02 5.1734825e-10 3.3066184e-08 -1.1252745e-11
4875 1.1147209e+00 2.2773140e-02 6.1214999e-03 -2.9370676e-02 5.1717679e-10 3.2912402e-08 -1.2404523e-11
4876 1.1135306e+00 2.2737406e-02 6.1174334e-03 -2.9328021e-02 5.1700530e-10 3.2762502e-08 -1.3547304e-11
4877 1.1123522e+00 2.2701822e-02 6.1133666e-03 -2.9285427e-02 5.1683402e-10 3.2617147e-08 -1.4681038e-11
4878 1.1111860e+00 2.2666237e-02 6.1092993e-03 -2.9242744e-02 5.1666282e-10 3.2476978e-08 -1.5805666e-11
4879 1.1100317e+00 2.2630644e-02 6.1052318e-03 -2.9200118e-02 5.1649159e-10 3.2342639e-08 -1.6921129e-11
4880 1.1088889e+00 2.2595189e-02 6.1011638e-03 -2.9157475e-02 5.1632058e-10 3.2214786e-08 -1.8027375e-11
4881 1.1077562e+00 2.2559719e-02 6.0970955e-03 -2.9114740e-02 5.1614965e-10 3.2094065e-08 -1.9124346e-11
4882 1.1066337e+00 2.2524377e-02 6.0930269e-03 -2.9072060e-02 5.1597869e-10 3.1981115e-08 -2.0211980e-11
4883 1.1055208e+00 2.2489010e-02 6.0889580e-03 -2.9029361e-02 5.1580794e-10 3.1876601e-08 -2.1290231e-11
4884 1.1044160e+00 2.2453734e-02 6.0848888e-03 -2.8986640e-02 5.1563728e-10 3.1781163e-08 -2.2359037e-11
4885 1.1033192e+00 2.2418507e-02 6.0808194e-03 -2.8943973e-02 5.1546659e-10 3.1695447e-08 -2.3418340e-11
4886 1.1022280e+00 2.2383324e-02 6.0767498e-03 -2.8901209e-02 5.1529611e-10 3.1620107e-08 -2.4468089e-11
4887 1.1011437e+00 2.2348203e-02 6.0726801e-03 -2.8858496e-02 5.1512571e-10 3.1555788e-08 -2.5508224e-11
4888 1.1000633e+00 2.2313126e-02 6.0686103e-03 -2.8815833e-02 5.1495528e-10 3.1503132e-08 -2.6538683e-11
4889 1.0989865e+00 2.2278111e-02 6.0645406e-03 -2.8773146e-02 5.1478506e-10 3.1462802e-08 -2.7559423e-11
4890 1.0979124e+00 2.2243138e-02 6.0604708e-03 -2.8730505e-02 5.1461493e-10 3.1435439e-08 -2.8570380e-11
4891 1.0968400e+00 2.2208219e-02 6.0564012e-03 -2.8687911e-02 5.1444477e-10 3.1421688e-08 -2.9571494e-11
4892 1.0957683e+00 2.2173357e-02 6.0523318e-03 -2.8645287e-02 5.1427481e-10 3.1422203e-08 -3.0562718e-11
4893 1.0946959e+00 2.2138547e-02 6.0482626e-03 -2.8602705e-02 5.1410483e-10 3.1437624e-08 -3.1543982e-11
4894 1.0936224e+00 2.2103794e-02 6.0441937e-03 -2.8560238e-02 5.1393505e-10 3.1468612e-08 -3.2515246e-11
4895 1.0925463e+00 2.2069085e-02 6.0401251e-03 -2.8517733e-02 5.1376536e-10 3.1515809e-08 -3.3476446e-11
4896 1.0914677e+00 2.2034440e-02 6.0360569e-03 -2.8475336e-02 5.1359563e-10 3.1579860e-08 -3.4427522e-11
4897 1.0903849e+00 2.1999855e-02 6.0319892e-03 -2.8432969e-02 5.1342612e-10 3.1661420e-08 -3.5368424e-11
4898 1.0892974e+00 2.1965318e-02 6.0279219e-03 -2.8390703e-02 5.1325669e-10 3.1761134e-08 -3.6299094e-11
4899 1.0882045e+00 2.1930840e-02 6.0238552e-03 -2.8348533e-02 5.1308723e-10 3.1879644e-08 -3.7219466e-11
4900 1.0871058e+00 2.1896418e-02 6.0197891e-03 -2.8306380e-02 5.1291797e-10 3.2017612e-08 -3.8129500e-11
